timestamp,city,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime,hour,day,month,aqi_change_rate
1751468400,Rawalpindi,4,620.42,0.0,18.34,78.78,2.31,53.23,60.95,32.27,2025-07-02 15:00:00,15,2,7,1.0
1751472000,Rawalpindi,4,683.34,0.0,19.6,70.95,2.28,58.2,66.41,36.12,2025-07-02 16:00:00,16,2,7,0.0
1751475600,Rawalpindi,4,728.61,0.0,19.17,67.41,2.21,63.46,71.89,36.3,2025-07-02 17:00:00,17,2,7,0.0
1751479200,Rawalpindi,4,755.14,0.0,18.21,67.56,2.12,67.81,76.26,34.67,2025-07-02 18:00:00,18,2,7,0.0
1751482800,Rawalpindi,4,744.31,0.0,15.97,71.26,2.02,69.98,78.05,31.25,2025-07-02 19:00:00,19,2,7,0.0
1751486400,Rawalpindi,4,740.93,0.0,14.04,71.81,1.92,72.07,79.69,28.19,2025-07-02 20:00:00,20,2,7,0.0
1751490000,Rawalpindi,4,746.88,0.0,12.57,70.29,1.88,73.85,81.06,25.1,2025-07-02 21:00:00,21,2,7,0.0
1751493600,Rawalpindi,4,750.81,0.0,11.36,68.39,2.25,74.48,81.24,21.48,2025-07-02 22:00:00,22,2,7,0.0
1751497200,Rawalpindi,5,758.75,0.0,10.52,66.61,2.91,75.2,81.42,18.53,2025-07-02 23:00:00,23,2,7,1.0
1751500800,Rawalpindi,5,770.77,0.0,9.84,65.32,3.63,76.07,81.65,16.65,2025-07-03 00:00:00,0,3,7,0.0
1751504400,Rawalpindi,5,729.17,0.0,7.72,79.47,3.88,75.25,79.9,13.14,2025-07-03 01:00:00,1,3,7,0.0
1751508000,Rawalpindi,5,744.64,0.06,7.68,83.36,3.76,75.01,79.39,12.63,2025-07-03 02:00:00,2,3,7,0.0
1751511600,Rawalpindi,5,783.24,0.42,8.58,85.87,3.91,76.24,80.73,13.23,2025-07-03 03:00:00,3,3,7,0.0
1751515200,Rawalpindi,5,815.68,0.82,8.44,96.81,4.09,79.64,84.48,14.24,2025-07-03 04:00:00,4,3,7,0.0
1751518800,Rawalpindi,5,816.84,0.72,6.9,120.13,4.28,85.92,91.08,15.19,2025-07-03 05:00:00,5,3,7,0.0
1751522400,Rawalpindi,5,786.08,0.42,4.54,150.65,4.5,97.01,102.3,15.09,2025-07-03 06:00:00,6,3,7,0.0
1751526000,Rawalpindi,5,568.68,0.18,1.95,164.14,4.95,80.5,84.6,8.75,2025-07-03 07:00:00,7,3,7,0.0
1751529600,Rawalpindi,4,488.06,0.14,1.48,160.23,3.87,71.15,74.89,7.51,2025-07-03 08:00:00,8,3,7,-1.0
1751533200,Rawalpindi,4,464.83,0.13,1.47,158.75,3.41,69.07,72.84,7.62,2025-07-03 09:00:00,9,3,7,0.0
1751536800,Rawalpindi,4,451.71,0.13,1.52,158.56,3.11,67.55,71.48,7.76,2025-07-03 10:00:00,10,3,7,0.0
1751540400,Rawalpindi,4,443.33,0.12,1.71,157.96,2.93,67.1,71.28,8.18,2025-07-03 11:00:00,11,3,7,0.0
1751544000,Rawalpindi,4,442.51,0.11,2.13,157.92,2.87,67.25,71.72,8.64,2025-07-03 12:00:00,12,3,7,0.0
1751547600,Rawalpindi,4,493.7,0.13,5.55,151.74,2.92,71.83,76.79,13.55,2025-07-03 13:00:00,13,3,7,0.0
1751551200,Rawalpindi,5,572.36,0.04,10.01,141.18,3.01,79.03,84.61,19.95,2025-07-03 14:00:00,14,3,7,1.0
1751554800,Rawalpindi,5,632.33,0.0,11.72,133.1,3.09,85.53,91.72,24.59,2025-07-03 15:00:00,15,3,7,0.0
1751558400,Rawalpindi,5,670.61,0.0,11.67,128.34,3.23,89.83,96.31,27.96,2025-07-03 16:00:00,16,3,7,0.0
1751562000,Rawalpindi,5,700.92,0.0,11.06,126.49,3.52,92.37,98.88,30.2,2025-07-03 17:00:00,17,3,7,0.0
1751565600,Rawalpindi,5,721.72,0.0,10.46,124.92,3.9,92.42,98.8,31.09,2025-07-03 18:00:00,18,3,7,0.0
1751569200,Rawalpindi,5,689.72,0.0,8.15,129.98,5.14,87.36,93.47,27.18,2025-07-03 19:00:00,19,3,7,0.0
1751572800,Rawalpindi,5,674.6,0.0,6.85,128.29,6.28,83.16,89.27,25.65,2025-07-03 20:00:00,20,3,7,0.0
1751576400,Rawalpindi,5,671.45,0.0,6.23,121.02,7.07,80.09,86.37,25.18,2025-07-03 21:00:00,21,3,7,0.0
1751580000,Rawalpindi,5,674.5,0.0,5.9,111.62,7.24,77.91,84.37,24.83,2025-07-03 22:00:00,22,3,7,0.0
1751583600,Rawalpindi,5,685.13,0.0,5.77,102.37,7.04,76.8,83.39,23.66,2025-07-03 23:00:00,23,3,7,0.0
1751587200,Rawalpindi,5,691.77,0.0,5.66,94.52,6.84,75.25,81.78,21.09,2025-07-04 00:00:00,0,4,7,0.0
1751590800,Rawalpindi,4,663.53,0.0,5.26,89.84,6.69,70.5,76.48,17.83,2025-07-04 01:00:00,1,4,7,-1.0
1751594400,Rawalpindi,4,635.36,0.08,5.66,87.21,6.09,65.25,70.68,16.39,2025-07-04 02:00:00,2,4,7,0.0
1751598000,Rawalpindi,4,603.96,0.34,5.88,91.88,5.55,60.32,65.42,15.12,2025-07-04 03:00:00,3,4,7,0.0
1751601600,Rawalpindi,3,472.73,0.23,3.06,127.55,4.55,49.27,53.73,8.74,2025-07-04 04:00:00,4,4,7,-1.0
1751605200,Rawalpindi,4,447.32,0.17,1.97,140.76,3.62,49.08,53.69,7.88,2025-07-04 05:00:00,5,4,7,1.0
1751608800,Rawalpindi,4,443.22,0.13,1.58,145.94,3.24,50.91,55.71,8.04,2025-07-04 06:00:00,6,4,7,0.0
1751612400,Rawalpindi,4,441.86,0.11,1.45,149.6,2.97,52.84,57.92,8.3,2025-07-04 07:00:00,7,4,7,0.0
1751616000,Rawalpindi,4,439.57,0.1,1.54,149.89,2.77,53.52,58.68,8.55,2025-07-04 08:00:00,8,4,7,0.0
1751619600,Rawalpindi,4,438.93,0.09,1.74,149.62,2.63,53.19,58.31,8.8,2025-07-04 09:00:00,9,4,7,0.0
1751623200,Rawalpindi,4,450.03,0.12,2.3,150.54,2.57,53.85,59.11,9.92,2025-07-04 10:00:00,10,4,7,0.0
1751626800,Rawalpindi,4,467.27,0.2,3.23,150.83,2.57,56.09,61.67,11.93,2025-07-04 11:00:00,11,4,7,0.0
1751630400,Rawalpindi,4,490.04,0.25,4.62,152.23,2.6,58.58,64.55,13.97,2025-07-04 12:00:00,12,4,7,0.0
1751634000,Rawalpindi,4,556.18,0.26,9.2,143.41,2.67,62.28,68.94,19.79,2025-07-04 13:00:00,13,4,7,0.0
1751637600,Rawalpindi,4,651.09,0.07,15.2,127.23,2.73,66.73,74.35,28.21,2025-07-04 14:00:00,14,4,7,0.0
1751641200,Rawalpindi,4,728.12,0.0,17.72,115.19,2.76,70.81,79.34,35.11,2025-07-04 15:00:00,15,4,7,0.0
1751644800,Rawalpindi,4,784.57,0.0,18.55,107.0,2.79,74.13,83.16,41.62,2025-07-04 16:00:00,16,4,7,0.0
1751648400,Rawalpindi,5,841.04,0.0,18.69,100.58,2.79,77.61,86.87,46.24,2025-07-04 17:00:00,17,4,7,1.0
1751652000,Rawalpindi,5,891.13,0.0,19.04,93.71,2.68,80.98,90.29,46.49,2025-07-04 18:00:00,18,4,7,0.0
1751655600,Rawalpindi,5,912.51,0.0,18.48,88.33,2.51,82.73,91.92,42.47,2025-07-04 19:00:00,19,4,7,0.0
1751659200,Rawalpindi,5,907.66,0.0,16.14,87.87,2.46,81.97,91.02,38.47,2025-07-04 20:00:00,20,4,7,0.0
1751662800,Rawalpindi,5,897.48,0.0,13.48,88.97,2.63,80.8,89.87,35.34,2025-07-04 21:00:00,21,4,7,0.0
1751666400,Rawalpindi,5,875.88,0.0,10.54,92.07,3.17,80.3,89.73,32.33,2025-07-04 22:00:00,22,4,7,0.0
1751670000,Rawalpindi,5,874.8,0.0,9.13,89.74,3.61,77.3,87.4,30.44,2025-07-04 23:00:00,23,4,7,0.0
1751673600,Rawalpindi,4,871.72,0.0,7.95,87.12,4.11,74.09,84.99,28.58,2025-07-05 00:00:00,0,5,7,-1.0
1751677200,Rawalpindi,4,866.04,0.0,7.13,83.65,4.56,72.51,83.81,26.24,2025-07-05 01:00:00,1,5,7,0.0
1751680800,Rawalpindi,4,871.77,0.14,7.49,79.62,4.64,72.87,83.85,23.85,2025-07-05 02:00:00,2,5,7,0.0
1751684400,Rawalpindi,4,851.52,0.5,7.18,86.6,4.77,74.32,84.89,20.56,2025-07-05 03:00:00,3,5,7,0.0
1751688000,Rawalpindi,4,697.84,0.43,4.32,115.33,4.97,68.93,80.23,13.37,2025-07-05 04:00:00,4,5,7,0.0
1751691600,Rawalpindi,4,640.81,0.3,3.04,133.62,4.52,68.3,77.83,11.4,2025-07-05 05:00:00,5,5,7,0.0
1751695200,Rawalpindi,4,612.54,0.22,2.43,144.72,4.16,67.54,75.64,10.89,2025-07-05 06:00:00,6,5,7,0.0
1751698800,Rawalpindi,4,578.07,0.16,2.02,149.86,3.76,61.66,69.77,10.96,2025-07-05 07:00:00,7,5,7,0.0
1751702400,Rawalpindi,4,546.73,0.13,1.84,149.93,3.38,57.63,66.88,11.39,2025-07-05 08:00:00,8,5,7,0.0
1751706000,Rawalpindi,4,529.36,0.12,1.8,150.82,3.11,57.4,67.94,12.0,2025-07-05 09:00:00,9,5,7,0.0
1751709600,Rawalpindi,4,517.3,0.11,1.83,151.47,2.81,56.69,69.19,12.88,2025-07-05 10:00:00,10,5,7,0.0
1751713200,Rawalpindi,4,501.36,0.11,1.92,149.24,2.55,55.69,70.37,13.61,2025-07-05 11:00:00,11,5,7,0.0
1751716800,Rawalpindi,4,491.65,0.11,2.2,148.68,2.42,56.24,72.79,14.25,2025-07-05 12:00:00,12,5,7,0.0
1751720400,Rawalpindi,4,512.98,0.15,4.23,145.68,2.4,58.77,76.48,17.96,2025-07-05 13:00:00,13,5,7,0.0
1751724000,Rawalpindi,4,555.78,0.04,7.34,137.73,2.46,61.73,79.45,23.78,2025-07-05 14:00:00,14,5,7,0.0
1751727600,Rawalpindi,4,596.21,0.0,8.68,131.12,2.54,63.78,80.75,29.02,2025-07-05 15:00:00,15,5,7,0.0
1751731200,Rawalpindi,4,627.22,0.0,8.99,125.15,2.61,63.89,79.16,33.44,2025-07-05 16:00:00,16,5,7,0.0
1751734800,Rawalpindi,4,652.33,0.0,8.84,119.54,2.66,61.99,75.78,35.56,2025-07-05 17:00:00,17,5,7,0.0
1751738400,Rawalpindi,4,660.45,0.0,8.55,112.49,2.74,57.68,70.8,35.42,2025-07-05 18:00:00,18,5,7,0.0
1751742000,Rawalpindi,4,653.08,0.0,8.1,103.09,3.02,52.17,65.73,34.18,2025-07-05 19:00:00,19,5,7,0.0
1751745600,Rawalpindi,3,667.78,0.0,8.45,90.21,3.26,49.95,64.55,34.75,2025-07-05 20:00:00,20,5,7,-1.0
1751749200,Rawalpindi,3,681.85,0.0,8.65,78.65,3.48,49.25,65.27,34.72,2025-07-05 21:00:00,21,5,7,0.0
1751752800,Rawalpindi,3,686.63,0.0,8.56,69.74,3.61,49.37,67.08,33.66,2025-07-05 22:00:00,22,5,7,0.0
1751756400,Rawalpindi,4,694.02,0.0,8.35,63.43,3.63,50.28,69.41,32.24,2025-07-05 23:00:00,23,5,7,1.0
1751760000,Rawalpindi,4,699.43,0.0,7.99,59.38,3.62,51.66,71.66,29.99,2025-07-06 00:00:00,0,6,7,0.0
1751763600,Rawalpindi,4,706.95,0.01,7.58,57.02,3.56,53.59,72.64,26.93,2025-07-06 01:00:00,1,6,7,0.0
1751767200,Rawalpindi,4,733.94,0.12,7.84,56.71,3.39,56.32,72.53,23.3,2025-07-06 02:00:00,2,6,7,0.0
1751770800,Rawalpindi,4,753.07,0.27,8.05,61.19,3.31,58.83,72.1,19.21,2025-07-06 03:00:00,3,6,7,0.0
1751774400,Rawalpindi,4,712.35,0.08,7.39,69.87,3.33,57.53,69.46,14.77,2025-07-06 04:00:00,4,6,7,0.0
1751778000,Rawalpindi,4,691.53,0.09,6.87,79.02,3.27,56.16,65.4,12.89,2025-07-06 05:00:00,5,6,7,0.0
1751781600,Rawalpindi,4,662.17,0.11,6.12,89.11,3.12,53.14,61.09,11.63,2025-07-06 06:00:00,6,6,7,0.0
1751785200,Rawalpindi,3,583.13,0.14,4.42,101.95,2.72,47.11,58.26,10.72,2025-07-06 07:00:00,7,6,7,-1.0
1751788800,Rawalpindi,3,528.92,0.14,3.41,111.22,2.49,46.88,60.82,10.76,2025-07-06 08:00:00,8,6,7,0.0
1751792400,Rawalpindi,4,492.51,0.16,2.87,118.72,2.37,50.13,67.34,11.02,2025-07-06 09:00:00,9,6,7,1.0
1751796000,Rawalpindi,4,451.85,0.2,2.27,128.4,2.22,54.69,77.08,11.14,2025-07-06 10:00:00,10,6,7,0.0
1751799600,Rawalpindi,4,416.68,0.16,2.21,131.13,2.04,56.74,82.77,11.19,2025-07-06 11:00:00,11,6,7,0.0
1751803200,Rawalpindi,4,401.26,0.15,2.58,130.62,1.93,57.04,84.42,11.53,2025-07-06 12:00:00,12,6,7,0.0
1751806800,Rawalpindi,4,427.02,0.15,4.47,126.36,1.91,57.89,84.64,14.4,2025-07-06 13:00:00,13,6,7,0.0
1751810400,Rawalpindi,4,477.82,0.04,7.2,117.58,1.94,60.07,85.06,18.8,2025-07-06 14:00:00,14,6,7,0.0
1751814000,Rawalpindi,4,528.24,0.0,8.43,110.87,2.03,64.03,87.17,22.62,2025-07-06 15:00:00,15,6,7,0.0
1751817600,Rawalpindi,4,581.65,0.0,8.75,105.34,2.14,69.6,89.54,26.14,2025-07-06 16:00:00,16,6,7,0.0
1751821200,Rawalpindi,5,638.33,0.0,8.43,102.57,2.27,76.56,92.83,28.05,2025-07-06 17:00:00,17,6,7,1.0
1751824800,Rawalpindi,5,680.31,0.0,7.72,102.35,2.39,82.66,95.95,27.17,2025-07-06 18:00:00,18,6,7,0.0
1751828400,Rawalpindi,5,699.24,0.0,6.91,102.78,2.48,86.72,97.64,24.77,2025-07-06 19:00:00,19,6,7,0.0
1751832000,Rawalpindi,5,719.88,0.0,6.4,101.75,2.57,89.98,99.14,22.45,2025-07-06 20:00:00,20,6,7,0.0
1751835600,Rawalpindi,5,729.92,0.0,5.87,101.14,2.71,92.06,99.93,20.05,2025-07-06 21:00:00,21,6,7,0.0
1751839200,Rawalpindi,5,730.45,0.0,5.33,101.54,3.38,90.5,96.93,16.22,2025-07-06 22:00:00,22,6,7,0.0
1751842800,Rawalpindi,5,730.06,0.0,4.89,102.38,3.8,87.24,92.44,11.72,2025-07-06 23:00:00,23,6,7,0.0
1751846400,Rawalpindi,5,731.67,0.0,4.62,101.5,3.87,83.09,87.93,8.79,2025-07-07 00:00:00,0,7,7,0.0
1751850000,Rawalpindi,5,708.15,0.0,4.24,98.36,3.63,77.47,83.53,8.15,2025-07-07 01:00:00,1,7,7,0.0
1751853600,Rawalpindi,4,703.96,0.03,5.26,85.35,3.49,72.32,79.86,9.72,2025-07-07 02:00:00,2,7,7,-1.0
1751857200,Rawalpindi,4,693.08,0.27,6.38,76.2,3.42,65.96,74.11,11.16,2025-07-07 03:00:00,3,7,7,0.0
1751860800,Rawalpindi,4,599.98,0.46,5.54,78.75,3.16,53.84,62.39,10.01,2025-07-07 04:00:00,4,7,7,0.0
1751864400,Rawalpindi,3,541.24,0.41,4.5,87.49,2.92,48.44,56.36,9.56,2025-07-07 05:00:00,5,7,7,-1.0
1751868000,Rawalpindi,3,494.07,0.28,3.52,98.39,2.81,47.58,55.01,9.32,2025-07-07 06:00:00,6,7,7,0.0
1751871600,Rawalpindi,3,377.24,0.15,2.42,95.99,2.25,36.4,44.33,7.03,2025-07-07 07:00:00,7,7,7,0.0
1751875200,Rawalpindi,3,311.46,0.09,2.07,91.0,1.81,28.64,36.23,5.87,2025-07-07 08:00:00,8,7,7,0.0
1751878800,Rawalpindi,3,289.86,0.04,2.15,88.86,1.63,25.17,32.01,5.71,2025-07-07 09:00:00,9,7,7,0.0
1751882400,Rawalpindi,2,296.68,0.01,3.38,83.34,1.59,23.53,30.22,7.72,2025-07-07 10:00:00,10,7,7,-1.0
1751886000,Rawalpindi,2,327.56,0.02,5.8,75.59,1.68,23.59,30.5,11.33,2025-07-07 11:00:00,11,7,7,0.0
1751889600,Rawalpindi,2,368.65,0.06,8.66,69.7,1.78,24.18,31.01,14.23,2025-07-07 12:00:00,12,7,7,0.0
1751893200,Rawalpindi,3,453.24,0.62,13.12,63.69,1.9,27.44,34.45,21.06,2025-07-07 13:00:00,13,7,7,1.0
1751896800,Rawalpindi,3,560.45,0.14,19.62,51.55,2.01,31.95,39.68,29.84,2025-07-07 14:00:00,14,7,7,0.0
1751900400,Rawalpindi,3,648.05,0.0,23.37,42.37,2.15,35.98,44.7,38.01,2025-07-07 15:00:00,15,7,7,0.0
1751904000,Rawalpindi,3,722.1,0.0,26.19,35.19,2.38,40.08,49.65,49.17,2025-07-07 16:00:00,16,7,7,0.0
1751907600,Rawalpindi,3,788.16,0.01,28.9,28.98,2.65,45.37,55.64,62.37,2025-07-07 17:00:00,17,7,7,0.0
1751911200,Rawalpindi,3,840.35,0.02,31.19,23.58,2.83,49.84,60.72,74.15,2025-07-07 18:00:00,18,7,7,0.0
1751914800,Rawalpindi,4,859.65,0.03,32.04,19.34,2.8,52.23,63.44,82.97,2025-07-07 19:00:00,19,7,7,1.0
1751918400,Rawalpindi,4,867.33,0.03,31.71,16.79,2.68,54.35,65.95,89.64,2025-07-07 20:00:00,20,7,7,0.0
1751922000,Rawalpindi,4,886.37,0.04,31.19,15.33,2.48,57.61,69.69,92.51,2025-07-07 21:00:00,21,7,7,0.0
1751925600,Rawalpindi,4,903.2,0.06,29.4,14.89,2.05,60.9,73.4,76.57,2025-07-07 22:00:00,22,7,7,0.0
1751929200,Rawalpindi,4,911.82,0.06,27.18,14.94,1.62,62.55,74.72,49.52,2025-07-07 23:00:00,23,7,7,0.0
1751932800,Rawalpindi,4,909.04,0.05,25.18,15.63,1.36,62.22,72.95,30.1,2025-07-08 00:00:00,0,8,7,0.0
1751936400,Rawalpindi,4,767.04,0.0,16.85,32.31,1.31,55.46,63.97,18.13,2025-07-08 01:00:00,1,8,7,0.0
1751940000,Rawalpindi,3,723.77,0.08,14.4,37.64,1.29,49.04,56.29,15.03,2025-07-08 02:00:00,2,8,7,-1.0
1751943600,Rawalpindi,3,735.02,0.11,15.19,37.07,1.34,44.36,50.72,15.25,2025-07-08 03:00:00,3,8,7,0.0
1751947200,Rawalpindi,3,530.38,0.01,8.93,62.47,1.37,34.25,39.93,10.25,2025-07-08 04:00:00,4,8,7,0.0
1751950800,Rawalpindi,3,490.36,0.01,8.02,63.88,1.34,31.11,36.49,9.94,2025-07-08 05:00:00,5,8,7,0.0
1751954400,Rawalpindi,3,484.57,0.03,8.04,61.48,1.33,29.62,34.9,10.38,2025-07-08 06:00:00,6,8,7,0.0
1751958000,Rawalpindi,3,434.73,0.02,6.98,63.92,1.17,26.27,31.52,9.36,2025-07-08 07:00:00,7,8,7,0.0
1751961600,Rawalpindi,2,399.46,0.0,6.35,63.58,1.08,23.22,28.51,8.98,2025-07-08 08:00:00,8,8,7,-1.0
1751965200,Rawalpindi,2,385.63,0.0,6.18,61.82,1.07,21.63,27.29,9.03,2025-07-08 09:00:00,9,8,7,0.0
1751968800,Rawalpindi,2,391.27,0.0,6.63,59.64,1.12,21.06,27.2,10.03,2025-07-08 10:00:00,10,8,7,0.0
1751972400,Rawalpindi,2,417.68,0.0,7.97,55.17,1.21,21.4,27.91,12.05,2025-07-08 11:00:00,11,8,7,0.0
1751976000,Rawalpindi,2,455.14,0.03,9.85,49.62,1.29,21.85,28.26,13.56,2025-07-08 12:00:00,12,8,7,0.0
1751979600,Rawalpindi,2,514.52,0.27,12.84,42.58,1.35,23.05,29.4,15.95,2025-07-08 13:00:00,13,8,7,0.0
1751983200,Rawalpindi,3,588.67,0.11,16.81,34.27,1.44,25.01,31.67,18.87,2025-07-08 14:00:00,14,8,7,1.0
1751986800,Rawalpindi,3,648.1,0.02,19.41,28.11,1.5,26.65,33.67,20.1,2025-07-08 15:00:00,15,8,7,0.0
1751990400,Rawalpindi,3,701.47,0.04,21.4,22.71,1.53,28.28,35.62,20.81,2025-07-08 16:00:00,16,8,7,0.0
1751994000,Rawalpindi,3,762.43,0.11,23.37,17.71,1.54,30.39,38.09,21.77,2025-07-08 17:00:00,17,8,7,0.0
1751997600,Rawalpindi,3,809.11,0.27,24.6,14.22,1.48,32.09,40.12,21.67,2025-07-08 18:00:00,18,8,7,0.0
1752001200,Rawalpindi,3,827.97,0.42,24.67,12.03,1.34,32.8,41.04,20.68,2025-07-08 19:00:00,19,8,7,0.0
1752004800,Rawalpindi,3,840.41,0.45,24.51,10.62,1.24,33.46,41.9,20.59,2025-07-08 20:00:00,20,8,7,0.0
1752008400,Rawalpindi,3,856.22,0.48,24.47,9.46,1.2,34.56,43.16,21.46,2025-07-08 21:00:00,21,8,7,0.0
1752012000,Rawalpindi,3,873.41,0.53,24.46,8.47,1.2,35.67,43.98,20.71,2025-07-08 22:00:00,22,8,7,0.0
1752015600,Rawalpindi,3,883.91,0.54,24.16,7.99,1.2,36.58,44.22,18.24,2025-07-08 23:00:00,23,8,7,0.0
1752019200,Rawalpindi,3,885.66,0.48,23.72,8.08,1.23,37.67,44.51,16.07,2025-07-09 00:00:00,0,9,7,0.0
1752022800,Rawalpindi,3,867.79,0.39,22.62,8.65,1.29,38.11,44.1,14.01,2025-07-09 01:00:00,1,9,7,0.0
1752026400,Rawalpindi,3,854.66,1.75,19.57,11.37,1.38,37.75,43.16,12.19,2025-07-09 02:00:00,2,9,7,0.0
1752030000,Rawalpindi,3,830.68,3.67,16.28,17.6,1.49,36.74,41.61,11.66,2025-07-09 03:00:00,3,9,7,0.0
1752033600,Rawalpindi,3,628.56,1.97,11.71,37.87,1.61,31.35,35.65,9.22,2025-07-09 04:00:00,4,9,7,0.0
1752037200,Rawalpindi,3,548.5,1.14,9.83,53.73,1.64,30.38,34.81,9.83,2025-07-09 05:00:00,5,9,7,0.0
1752040800,Rawalpindi,3,486.67,0.65,7.47,70.84,1.67,31.76,36.37,10.09,2025-07-09 06:00:00,6,9,7,0.0
1752044400,Rawalpindi,3,362.02,0.16,4.64,85.14,1.41,27.51,32.59,7.85,2025-07-09 07:00:00,7,9,7,0.0
1752048000,Rawalpindi,3,303.04,0.18,3.36,90.23,1.3,25.23,31.23,7.32,2025-07-09 08:00:00,8,9,7,0.0
1752051600,Rawalpindi,3,283.13,0.19,2.84,96.14,1.34,26.27,33.21,7.59,2025-07-09 09:00:00,9,9,7,0.0
1752055200,Rawalpindi,3,277.08,0.19,2.57,103.34,1.39,28.43,36.19,7.99,2025-07-09 10:00:00,10,9,7,0.0
1752058800,Rawalpindi,3,274.26,0.19,2.51,109.48,1.43,30.4,38.81,8.39,2025-07-09 11:00:00,11,9,7,0.0
1752062400,Rawalpindi,3,279.35,0.18,2.79,114.63,1.49,32.68,41.75,8.85,2025-07-09 12:00:00,12,9,7,0.0
1752066000,Rawalpindi,3,299.58,0.12,4.1,116.05,1.61,35.64,45.08,10.48,2025-07-09 13:00:00,13,9,7,0.0
1752069600,Rawalpindi,3,337.49,0.02,6.07,113.86,1.8,39.59,48.8,13.11,2025-07-09 14:00:00,14,9,7,0.0
1752073200,Rawalpindi,3,373.06,0.0,6.98,110.36,1.98,42.56,51.2,14.28,2025-07-09 15:00:00,15,9,7,0.0
1752076800,Rawalpindi,3,395.24,0.0,7.07,103.73,2.38,42.26,49.08,12.59,2025-07-09 16:00:00,16,9,7,0.0
1752080400,Rawalpindi,3,407.54,0.0,6.81,97.85,2.79,40.0,44.79,10.09,2025-07-09 17:00:00,17,9,7,0.0
1752084000,Rawalpindi,3,406.76,0.0,6.34,93.23,3.25,37.86,41.29,8.01,2025-07-09 18:00:00,18,9,7,0.0
1752087600,Rawalpindi,3,395.29,0.0,5.85,88.69,3.64,35.88,38.36,6.44,2025-07-09 19:00:00,19,9,7,0.0
1752091200,Rawalpindi,3,390.36,0.0,5.46,85.46,3.83,34.54,36.47,5.69,2025-07-09 20:00:00,20,9,7,0.0
1752094800,Rawalpindi,3,385.4,0.0,5.09,82.95,3.72,33.25,34.99,5.48,2025-07-09 21:00:00,21,9,7,0.0
1752098400,Rawalpindi,3,381.47,0.0,4.84,79.63,3.06,32.77,34.71,5.88,2025-07-09 22:00:00,22,9,7,0.0
1752102000,Rawalpindi,3,390.85,0.0,4.76,75.95,2.64,33.75,36.09,6.43,2025-07-09 23:00:00,23,9,7,0.0
1752105600,Rawalpindi,3,414.53,0.0,4.86,71.4,2.39,35.62,38.25,6.64,2025-07-10 00:00:00,0,10,7,0.0
1752109200,Rawalpindi,3,443.53,0.0,4.9,66.62,2.25,35.36,37.92,6.18,2025-07-10 01:00:00,1,10,7,0.0
1752112800,Rawalpindi,3,465.18,0.03,5.55,60.46,1.95,33.63,35.95,5.82,2025-07-10 02:00:00,2,10,7,0.0
1752116400,Rawalpindi,3,470.48,0.21,6.37,56.08,1.71,30.67,32.72,5.6,2025-07-10 03:00:00,3,10,7,0.0
1752120000,Rawalpindi,3,430.73,0.46,6.16,57.35,1.56,25.79,27.53,5.01,2025-07-10 04:00:00,4,10,7,0.0
1752123600,Rawalpindi,2,416.75,0.66,5.89,61.15,1.63,23.86,25.46,5.21,2025-07-10 05:00:00,5,10,7,-1.0
1752127200,Rawalpindi,3,426.42,0.73,5.54,69.35,1.84,26.01,27.63,5.7,2025-07-10 06:00:00,6,10,7,1.0
1752130800,Rawalpindi,3,407.72,0.58,4.59,80.6,1.96,29.11,30.73,5.61,2025-07-10 07:00:00,7,10,7,0.0
1752134400,Rawalpindi,3,379.02,0.42,3.67,90.04,1.98,32.88,34.5,5.36,2025-07-10 08:00:00,8,10,7,0.0
1752138000,Rawalpindi,3,375.55,0.35,3.29,97.91,1.95,36.37,38.02,5.44,2025-07-10 09:00:00,9,10,7,0.0
1752141600,Rawalpindi,3,361.7,0.29,2.97,102.68,1.73,35.41,37.13,5.51,2025-07-10 10:00:00,10,10,7,0.0
1752145200,Rawalpindi,3,344.49,0.24,2.92,102.75,1.53,32.45,34.2,5.8,2025-07-10 11:00:00,11,10,7,0.0
1752148800,Rawalpindi,3,347.9,0.21,3.39,102.25,1.53,31.7,33.48,6.35,2025-07-10 12:00:00,12,10,7,0.0
1752152400,Rawalpindi,3,388.42,0.15,5.41,97.64,1.74,34.2,36.12,8.91,2025-07-10 13:00:00,13,10,7,0.0
1752156000,Rawalpindi,3,450.16,0.03,8.14,88.23,1.98,37.89,40.1,12.71,2025-07-10 14:00:00,14,10,7,0.0
1752159600,Rawalpindi,3,499.97,0.0,9.57,79.02,2.14,40.1,42.58,14.94,2025-07-10 15:00:00,15,10,7,0.0
1752163200,Rawalpindi,3,536.19,0.0,10.55,68.84,2.17,41.01,43.93,16.29,2025-07-10 16:00:00,16,10,7,0.0
1752166800,Rawalpindi,3,576.4,0.0,11.53,59.59,2.28,41.85,45.48,17.82,2025-07-10 17:00:00,17,10,7,0.0
1752170400,Rawalpindi,3,611.29,0.0,12.34,51.99,2.37,42.56,46.94,18.36,2025-07-10 18:00:00,18,10,7,0.0
1752174000,Rawalpindi,3,632.14,0.0,12.56,46.41,2.42,42.99,47.97,17.61,2025-07-10 19:00:00,19,10,7,0.0
1752177600,Rawalpindi,3,645.66,0.0,12.02,43.35,2.6,43.87,49.19,15.83,2025-07-10 20:00:00,20,10,7,0.0
1752181200,Rawalpindi,3,651.78,0.0,10.9,43.28,3.11,45.63,51.04,13.61,2025-07-10 21:00:00,21,10,7,0.0
