timestamp,city,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime,hour,day,month,aqi_change_rate
1742572800,Rawalpindi,5,3231.05,27.49,115.16,0.01,11.92,83.5,105.67,50.66,2025-03-21 16:00:00,16,21,3,1.0
1742576400,Rawalpindi,5,3524.78,36.66,109.67,0.0,11.8,95.35,121.49,53.2,2025-03-21 17:00:00,17,21,3,0.0
1742580000,Rawalpindi,5,3391.27,37.55,100.08,0.0,10.25,92.47,119.09,52.69,2025-03-21 18:00:00,18,21,3,0.0
1742583600,Rawalpindi,4,2803.8,26.82,87.74,0.03,7.87,72.65,94.51,47.62,2025-03-21 19:00:00,19,21,3,-1.0
1742587200,Rawalpindi,4,1976.01,5.98,74.03,4.02,5.96,50.5,66.78,43.06,2025-03-21 20:00:00,20,21,3,0.0
1742590800,Rawalpindi,3,1295.09,0.03,46.61,30.76,4.95,35.45,47.73,41.04,2025-03-21 21:00:00,21,21,3,-1.0
1742594400,Rawalpindi,3,881.2,0.0,26.73,59.37,4.41,25.87,35.45,39.52,2025-03-21 22:00:00,22,21,3,0.0
1742598000,Rawalpindi,2,700.95,0.0,19.02,73.67,4.29,21.25,29.39,38.5,2025-03-21 23:00:00,23,21,3,-1.0
1742601600,Rawalpindi,2,640.87,0.0,16.96,80.11,4.35,18.83,26.25,37.49,2025-03-22 00:00:00,0,22,3,0.0
1742605200,Rawalpindi,2,700.95,0.0,20.91,80.82,4.77,18.69,26.21,36.98,2025-03-22 01:00:00,1,22,3,0.0
1742608800,Rawalpindi,3,1241.68,1.01,49.35,51.5,6.79,29.64,40.3,42.56,2025-03-22 02:00:00,2,22,3,1.0
1742612400,Rawalpindi,3,2376.56,28.16,75.4,25.03,9.54,49.29,64.64,49.14,2025-03-22 03:00:00,3,22,3,0.0
1742616000,Rawalpindi,4,3578.19,69.74,86.37,23.25,12.28,72.0,92.47,54.72,2025-03-22 04:00:00,4,22,3,1.0
1742619600,Rawalpindi,5,4058.84,74.21,100.08,34.33,14.31,87.77,110.67,53.7,2025-03-22 05:00:00,5,22,3,1.0
1742623200,Rawalpindi,5,3631.59,45.6,106.93,70.1,13.95,91.67,112.99,47.12,2025-03-22 06:00:00,6,22,3,0.0
1742626800,Rawalpindi,4,988.01,5.31,29.13,160.22,20.27,28.45,35.99,17.73,2025-03-22 07:00:00,7,22,3,-1.0
1742630400,Rawalpindi,5,680.92,2.54,16.79,185.97,23.13,22.53,28.26,13.93,2025-03-22 08:00:00,8,22,3,1.0
1742634000,Rawalpindi,5,620.84,1.93,15.08,200.27,27.18,25.85,31.2,12.92,2025-03-22 09:00:00,9,22,3,0.0
1742637600,Rawalpindi,5,594.14,1.63,14.91,205.99,25.03,26.05,31.15,12.54,2025-03-22 10:00:00,10,22,3,0.0
1742641200,Rawalpindi,5,654.22,1.87,20.05,188.83,20.03,23.95,29.04,13.81,2025-03-22 11:00:00,11,22,3,0.0
1742644800,Rawalpindi,4,781.06,1.96,29.82,163.08,15.97,21.57,26.81,15.2,2025-03-22 12:00:00,12,22,3,-1.0
1742648400,Rawalpindi,3,1695.63,2.21,84.31,89.41,13.95,30.34,38.59,26.85,2025-03-22 13:00:00,13,22,3,-1.0
1742652000,Rawalpindi,4,3017.43,6.65,145.32,10.01,14.54,50.89,65.33,45.6,2025-03-22 14:00:00,14,22,3,1.0
1742655600,Rawalpindi,5,4005.43,33.53,148.06,0.01,16.21,76.68,97.78,64.85,2025-03-22 15:00:00,15,22,3,1.0
1742659200,Rawalpindi,5,4806.52,44.26,171.36,0.0,22.17,104.76,133.64,94.23,2025-03-22 16:00:00,16,22,3,0.0
1742662800,Rawalpindi,5,4859.92,41.13,178.22,0.0,25.51,121.53,156.95,118.55,2025-03-22 17:00:00,17,22,3,0.0
1742666400,Rawalpindi,5,4539.49,38.0,167.25,0.0,25.03,125.46,164.14,131.73,2025-03-22 18:00:00,18,22,3,0.0
1742670000,Rawalpindi,5,4219.06,33.97,154.91,0.0,23.37,121.48,160.69,139.83,2025-03-22 19:00:00,19,22,3,0.0
1742673600,Rawalpindi,5,3845.21,25.93,146.69,0.0,22.41,117.27,157.9,154.02,2025-03-22 20:00:00,20,22,3,0.0
1742677200,Rawalpindi,5,3391.27,15.87,135.72,0.06,20.98,113.83,157.26,172.26,2025-03-22 21:00:00,21,22,3,0.0
1742680800,Rawalpindi,5,2964.02,8.05,122.01,0.35,19.79,109.37,153.24,184.42,2025-03-22 22:00:00,22,22,3,0.0
1742684400,Rawalpindi,5,2616.88,3.55,109.67,1.42,19.07,104.94,148.33,194.55,2025-03-22 23:00:00,23,22,3,0.0
1742688000,Rawalpindi,5,2323.15,1.82,97.33,3.26,18.84,100.64,142.21,206.71,2025-03-23 00:00:00,0,23,3,0.0
1742691600,Rawalpindi,5,2136.23,1.96,85.68,4.34,18.36,94.15,132.43,206.71,2025-03-23 01:00:00,1,23,3,0.0
1742695200,Rawalpindi,5,2616.88,19.67,87.05,1.65,21.22,102.5,140.37,208.74,2025-03-23 02:00:00,2,23,3,0.0
1742698800,Rawalpindi,5,4005.43,71.53,94.59,8.94,27.18,129.57,171.34,218.87,2025-03-23 03:00:00,3,23,3,0.0
1742702400,Rawalpindi,5,5287.17,107.29,116.53,16.99,27.66,155.79,200.44,182.39,2025-03-23 04:00:00,4,23,3,0.0
1742706000,Rawalpindi,5,5554.2,90.3,145.32,36.48,25.51,172.66,215.91,129.7,2025-03-23 05:00:00,5,23,3,0.0
1742709600,Rawalpindi,5,4859.92,47.39,154.91,89.41,23.84,182.09,219.31,96.26,2025-03-23 06:00:00,6,23,3,0.0
1742713200,Rawalpindi,5,867.84,3.63,25.02,180.24,37.67,47.2,58.15,19.0,2025-03-23 07:00:00,7,23,3,0.0
1742716800,Rawalpindi,5,527.38,1.37,10.37,185.97,22.89,32.08,41.2,12.67,2025-03-23 08:00:00,8,23,3,0.0
1742720400,Rawalpindi,5,453.95,0.88,7.37,188.83,15.02,30.23,39.08,11.27,2025-03-23 09:00:00,9,23,3,0.0
1742724000,Rawalpindi,4,403.88,0.69,6.17,177.38,10.01,24.66,33.11,10.13,2025-03-23 10:00:00,10,23,3,-1.0
1742727600,Rawalpindi,4,393.87,0.65,6.85,168.8,8.94,21.54,29.87,10.01,2025-03-23 11:00:00,11,23,3,0.0
1742731200,Rawalpindi,4,420.57,0.52,9.34,164.51,9.54,21.66,30.21,10.89,2025-03-23 12:00:00,12,23,3,0.0
1742734800,Rawalpindi,3,1401.9,1.12,71.29,98.71,13.23,34.06,46.0,24.32,2025-03-23 13:00:00,13,23,3,-1.0
1742738400,Rawalpindi,4,3044.13,4.36,160.4,13.77,18.6,60.85,80.01,44.58,2025-03-23 14:00:00,14,23,3,1.0
1742742000,Rawalpindi,5,4325.87,24.14,183.7,0.03,21.22,92.94,120.89,61.81,2025-03-23 15:00:00,15,23,3,1.0
1742745600,Rawalpindi,5,4753.11,31.29,180.96,0.0,20.5,115.65,151.75,76.0,2025-03-23 16:00:00,16,23,3,0.0
1742749200,Rawalpindi,5,4379.27,32.19,152.17,0.0,18.12,123.32,166.11,84.1,2025-03-23 17:00:00,17,23,3,0.0
1742752800,Rawalpindi,5,3845.21,30.85,126.12,0.0,15.74,120.77,168.57,85.12,2025-03-23 18:00:00,18,23,3,0.0
1742756400,Rawalpindi,5,3204.35,22.58,109.67,0.02,13.71,109.27,156.66,87.14,2025-03-23 19:00:00,19,23,3,0.0
1742760000,Rawalpindi,5,2643.59,10.06,101.45,0.73,13.71,99.89,145.07,97.27,2025-03-23 20:00:00,20,23,3,0.0
1742763600,Rawalpindi,5,2189.64,0.87,87.05,11.27,14.31,94.59,135.58,106.39,2025-03-23 21:00:00,21,23,3,0.0
1742767200,Rawalpindi,5,1869.2,0.0,69.23,29.68,15.02,91.31,128.17,111.46,2025-03-23 22:00:00,22,23,3,0.0
1742770800,Rawalpindi,5,1762.39,0.0,60.32,38.27,16.45,91.97,125.86,117.54,2025-03-23 23:00:00,23,23,3,0.0
1742774400,Rawalpindi,5,1762.39,0.0,60.32,37.19,18.6,95.6,128.44,128.69,2025-03-24 00:00:00,0,24,3,0.0
1742778000,Rawalpindi,5,1976.01,0.05,71.97,25.75,20.98,101.46,134.53,139.83,2025-03-24 01:00:00,1,24,3,0.0
1742781600,Rawalpindi,5,2910.61,17.43,98.71,2.44,26.46,122.69,160.71,156.04,2025-03-24 02:00:00,2,24,3,0.0
1742785200,Rawalpindi,5,4859.92,84.94,115.16,5.28,35.29,161.03,206.68,178.34,2025-03-24 03:00:00,3,24,3,0.0
1742788800,Rawalpindi,5,6355.29,132.32,135.72,9.66,39.58,192.88,243.82,178.34,2025-03-24 04:00:00,4,24,3,0.0
1742792400,Rawalpindi,5,6462.1,116.23,160.4,20.92,36.24,207.57,257.41,137.81,2025-03-24 05:00:00,5,24,3,0.0
1742796000,Rawalpindi,5,5500.79,62.58,180.96,57.94,33.86,217.63,261.0,105.38,2025-03-24 06:00:00,6,24,3,0.0
1742799600,Rawalpindi,5,1001.36,3.58,31.53,175.95,37.67,87.65,104.83,23.56,2025-03-24 07:00:00,7,24,3,0.0
1742803200,Rawalpindi,5,574.11,1.17,10.71,183.11,18.6,54.55,70.68,16.47,2025-03-24 08:00:00,8,24,3,0.0
1742806800,Rawalpindi,5,540.73,0.89,8.74,185.97,15.26,50.31,67.84,15.71,2025-03-24 09:00:00,9,24,3,0.0
1742810400,Rawalpindi,5,634.19,1.12,12.17,188.83,15.02,56.58,74.99,17.23,2025-03-24 10:00:00,10,24,3,0.0
1742814000,Rawalpindi,5,834.47,1.55,22.62,185.97,16.45,64.22,83.1,20.52,2025-03-24 11:00:00,11,24,3,0.0
1742817600,Rawalpindi,4,1081.47,1.48,39.07,160.22,17.4,63.3,82.81,23.05,2025-03-24 12:00:00,12,24,3,-1.0
1742821200,Rawalpindi,5,2349.85,1.96,115.16,67.23,17.4,75.2,98.15,34.96,2025-03-24 13:00:00,13,24,3,1.0
1742824800,Rawalpindi,5,3952.03,27.72,161.77,0.58,17.64,103.27,132.97,51.68,2025-03-24 14:00:00,14,24,3,0.0
1742828400,Rawalpindi,5,4913.33,59.01,164.51,0.0,18.12,132.64,169.67,64.34,2025-03-24 15:00:00,15,24,3,0.0
1742832000,Rawalpindi,5,5500.79,67.06,183.7,0.0,19.55,158.7,203.19,74.98,2025-03-24 16:00:00,16,24,3,0.0
1742835600,Rawalpindi,5,5661.01,62.58,186.44,0.0,20.03,174.52,226.69,83.09,2025-03-24 17:00:00,17,24,3,0.0
1742839200,Rawalpindi,5,5500.79,62.58,171.36,0.0,18.84,176.44,235.71,89.17,2025-03-24 18:00:00,18,24,3,0.0
1742842800,Rawalpindi,5,4966.74,54.54,152.17,0.0,15.74,164.95,227.48,87.14,2025-03-24 19:00:00,19,24,3,0.0
1742846400,Rawalpindi,5,3898.62,33.08,124.75,0.0,11.68,143.91,203.06,78.02,2025-03-24 20:00:00,20,24,3,0.0
1742850000,Rawalpindi,5,2696.99,8.49,94.59,1.97,9.06,120.84,169.52,66.88,2025-03-24 21:00:00,21,24,3,0.0
1742853600,Rawalpindi,5,1949.31,0.07,65.8,18.95,7.87,106.32,144.18,59.28,2025-03-24 22:00:00,22,24,3,0.0
1742857200,Rawalpindi,5,1869.2,0.01,57.58,24.68,7.75,108.06,143.35,60.8,2025-03-24 23:00:00,23,24,3,0.0
1742860800,Rawalpindi,5,2056.12,0.14,65.8,16.81,7.99,114.92,151.38,67.89,2025-03-25 00:00:00,0,25,3,0.0
1742864400,Rawalpindi,5,2323.15,2.46,77.46,4.47,8.58,120.26,158.58,79.04,2025-03-25 01:00:00,1,25,3,0.0
1742868000,Rawalpindi,5,3124.24,26.82,85.0,0.45,11.09,136.85,179.71,87.14,2025-03-25 02:00:00,2,25,3,0.0
1742871600,Rawalpindi,5,4806.52,87.62,97.33,3.04,14.9,167.09,215.3,91.2,2025-03-25 03:00:00,3,25,3,0.0
1742875200,Rawalpindi,5,6515.5,141.26,115.16,7.24,18.12,196.51,248.45,87.14,2025-03-25 04:00:00,4,25,3,0.0
1742878800,Rawalpindi,5,6782.53,130.53,143.95,15.2,20.27,206.95,259.0,80.05,2025-03-25 05:00:00,5,25,3,0.0
1742882400,Rawalpindi,5,5554.2,68.84,160.4,41.13,19.79,198.68,245.5,70.93,2025-03-25 06:00:00,6,25,3,0.0
1742886000,Rawalpindi,4,801.09,0.67,19.19,168.8,13.71,68.99,87.81,20.77,2025-03-25 07:00:00,7,25,3,-1.0
1742889600,Rawalpindi,4,520.71,0.04,8.48,163.08,10.25,54.21,74.3,15.83,2025-03-25 08:00:00,8,25,3,0.0
1742893200,Rawalpindi,4,487.33,0.01,8.23,155.93,10.13,50.74,71.96,14.44,2025-03-25 09:00:00,9,25,3,0.0
1742896800,Rawalpindi,4,473.98,0.01,8.57,148.77,10.73,49.05,70.87,13.17,2025-03-25 10:00:00,10,25,3,0.0
1742900400,Rawalpindi,4,467.3,0.02,9.17,144.48,10.85,47.96,69.69,12.16,2025-03-25 11:00:00,11,25,3,0.0
1742904000,Rawalpindi,4,487.33,0.02,10.54,141.62,10.25,48.53,70.53,11.91,2025-03-25 12:00:00,12,25,3,0.0
1742907600,Rawalpindi,4,1201.63,0.04,50.04,98.71,10.85,59.84,83.72,21.28,2025-03-25 13:00:00,13,25,3,0.0
1742911200,Rawalpindi,5,2429.96,0.18,108.3,36.48,13.95,80.74,109.15,37.49,2025-03-25 14:00:00,14,25,3,1.0
1742914800,Rawalpindi,5,3524.78,7.49,145.32,2.57,17.17,104.93,139.98,51.68,2025-03-25 15:00:00,15,25,3,0.0
1742918400,Rawalpindi,5,3685.0,14.75,139.83,0.13,15.74,116.51,157.03,57.25,2025-03-25 16:00:00,16,25,3,0.0
1742922000,Rawalpindi,5,3204.35,11.06,122.01,0.32,12.76,112.23,154.94,55.73,2025-03-25 17:00:00,17,25,3,0.0
1742925600,Rawalpindi,5,2563.48,6.2,100.08,1.54,10.01,92.28,129.02,51.17,2025-03-25 18:00:00,18,25,3,0.0
1742929200,Rawalpindi,4,1922.61,0.71,78.83,13.23,7.33,63.38,88.63,43.57,2025-03-25 19:00:00,19,25,3,-1.0
1742932800,Rawalpindi,3,1508.71,0.01,57.58,34.69,5.66,46.85,64.86,39.52,2025-03-25 20:00:00,20,25,3,-1.0
1742936400,Rawalpindi,3,1214.98,0.0,40.78,53.64,4.77,40.67,55.48,37.49,2025-03-25 21:00:00,21,25,3,0.0
1742940000,Rawalpindi,3,1041.41,0.0,30.5,65.09,4.29,39.36,53.07,33.44,2025-03-25 22:00:00,22,25,3,0.0
1742943600,Rawalpindi,3,974.66,0.0,26.05,67.95,4.11,40.84,54.73,34.45,2025-03-25 23:00:00,23,25,3,0.0
1742947200,Rawalpindi,3,1014.71,0.0,27.76,62.23,4.41,44.21,58.86,38.0,2025-03-26 00:00:00,0,26,3,0.0
1743037200,Rawalpindi,3,1148.22,0.06,38.73,28.25,3.87,39.63,53.14,14.19,2025-03-27 01:00:00,1,27,3,0.0
1743040800,Rawalpindi,4,1789.09,7.15,62.38,6.53,6.14,51.91,69.68,22.29,2025-03-27 02:00:00,2,27,3,1.0
1743044400,Rawalpindi,4,3044.13,51.41,72.66,7.6,9.66,72.05,95.64,35.46,2025-03-27 03:00:00,3,27,3,0.0
1743048000,Rawalpindi,3,1482.01,11.85,51.41,66.52,19.07,37.6,53.08,20.77,2025-03-27 04:00:00,4,27,3,-1.0
1743051600,Rawalpindi,3,1094.82,7.71,34.62,98.71,20.74,32.06,45.89,18.24,2025-03-27 05:00:00,5,27,3,0.0
1743055200,Rawalpindi,3,827.79,4.41,22.96,130.18,20.5,32.28,45.68,16.72,2025-03-27 06:00:00,6,27,3,0.0
1743058800,Rawalpindi,4,574.11,1.75,11.31,154.5,16.21,31.93,45.95,12.79,2025-03-27 07:00:00,7,27,3,1.0
1743062400,Rawalpindi,4,514.03,1.06,8.57,161.65,14.54,34.7,50.56,11.4,2025-03-27 08:00:00,8,27,3,0.0
1743066000,Rawalpindi,4,514.03,0.84,8.48,161.65,12.4,34.81,49.28,11.65,2025-03-27 09:00:00,9,27,3,0.0
1743069600,Rawalpindi,4,554.08,0.94,10.88,155.93,12.16,30.5,40.27,12.29,2025-03-27 10:00:00,10,27,3,0.0
1743073200,Rawalpindi,4,640.87,1.17,16.62,147.34,14.78,29.06,36.56,13.68,2025-03-27 11:00:00,11,27,3,0.0
1743076800,Rawalpindi,3,781.06,1.06,25.36,133.04,16.69,29.78,36.87,15.07,2025-03-27 12:00:00,12,27,3,-1.0
1743080400,Rawalpindi,3,1041.41,0.43,42.16,110.15,20.98,32.43,39.93,17.23,2025-03-27 13:00:00,13,27,3,0.0
1743084000,Rawalpindi,3,1482.01,0.01,66.49,90.12,35.76,44.98,54.78,21.28,2025-03-27 14:00:00,14,27,3,0.0
1743087600,Rawalpindi,4,1615.52,0.0,68.55,87.26,32.9,61.68,76.77,26.85,2025-03-27 15:00:00,15,27,3,1.0
1743091200,Rawalpindi,4,1134.87,0.0,39.76,89.41,12.28,53.43,72.19,28.63,2025-03-27 16:00:00,16,27,3,0.0
1743094800,Rawalpindi,3,961.3,0.0,30.85,83.68,7.63,42.74,59.91,25.84,2025-03-27 17:00:00,17,27,3,-1.0
1743098400,Rawalpindi,3,974.66,0.0,31.53,80.11,7.21,40.9,56.96,23.56,2025-03-27 18:00:00,18,27,3,0.0
1743102000,Rawalpindi,3,1108.17,0.0,39.41,66.52,5.96,42.97,58.21,24.57,2025-03-27 19:00:00,19,27,3,0.0
1743105600,Rawalpindi,3,1241.68,0.0,45.24,48.64,4.71,48.52,64.01,30.91,2025-03-27 20:00:00,20,27,3,0.0
1743109200,Rawalpindi,4,1214.98,0.0,42.5,39.34,4.11,52.71,69.1,36.48,2025-03-27 21:00:00,21,27,3,1.0
1743112800,Rawalpindi,4,1174.93,0.01,40.44,33.62,4.05,55.55,73.01,40.02,2025-03-27 22:00:00,22,27,3,0.0
1743116400,Rawalpindi,4,1174.93,0.02,40.78,29.68,4.29,57.77,76.13,47.12,2025-03-27 23:00:00,23,27,3,0.0
1743120000,Rawalpindi,4,1281.74,0.11,47.3,21.28,4.77,63.37,83.29,60.29,2025-03-28 00:00:00,0,28,3,0.0
1743123600,Rawalpindi,4,1508.71,1.62,57.58,7.6,5.07,71.17,92.18,61.81,2025-03-28 01:00:00,1,28,3,0.0
1743127200,Rawalpindi,5,2243.04,23.25,65.8,1.48,7.27,85.57,109.0,61.3,2025-03-28 02:00:00,2,28,3,1.0
1743130800,Rawalpindi,5,2990.72,49.62,73.34,12.34,10.37,87.91,110.8,52.18,2025-03-28 03:00:00,3,28,3,0.0
1743134400,Rawalpindi,3,1281.74,8.94,40.1,82.97,16.21,38.43,51.33,21.79,2025-03-28 04:00:00,4,28,3,-2.0
1743138000,Rawalpindi,3,974.66,6.2,28.1,111.58,24.8,32.45,44.63,16.97,2025-03-28 05:00:00,5,28,3,0.0
1743141600,Rawalpindi,3,1001.36,6.48,29.82,127.32,40.53,40.44,53.08,17.23,2025-03-28 06:00:00,6,28,3,0.0
1743145200,Rawalpindi,4,687.6,3.1,16.11,150.2,23.84,34.7,43.45,11.15,2025-03-28 07:00:00,7,28,3,1.0
1743148800,Rawalpindi,4,540.73,1.63,9.34,161.65,14.07,29.34,36.15,8.04,2025-03-28 08:00:00,8,28,3,0.0
1743152400,Rawalpindi,4,514.03,1.31,8.14,165.94,12.52,26.06,32.01,7.35,2025-03-28 09:00:00,9,28,3,0.0
1743156000,Rawalpindi,4,494.0,1.15,7.45,158.79,10.85,19.62,24.72,7.03,2025-03-28 10:00:00,10,28,3,0.0
1743159600,Rawalpindi,4,494.0,1.09,7.97,147.34,9.54,14.31,18.78,6.84,2025-03-28 11:00:00,11,28,3,0.0
1743163200,Rawalpindi,3,520.71,0.96,10.2,135.9,8.7,11.73,15.89,6.71,2025-03-28 12:00:00,12,28,3,-1.0
1743166800,Rawalpindi,3,947.95,1.08,36.67,103.0,7.57,16.43,22.15,13.3,2025-03-28 13:00:00,13,28,3,0.0
1743170400,Rawalpindi,3,1401.9,0.03,61.01,68.66,7.39,26.72,35.58,23.81,2025-03-28 14:00:00,14,28,3,0.0
1743174000,Rawalpindi,3,1562.12,0.0,67.17,59.37,7.87,37.84,49.79,31.16,2025-03-28 15:00:00,15,28,3,0.0
1743177600,Rawalpindi,4,1842.5,0.02,80.2,45.06,8.7,52.01,67.6,37.49,2025-03-28 16:00:00,16,28,3,1.0
1743181200,Rawalpindi,4,2323.15,0.48,101.45,20.38,9.66,70.35,90.75,44.58,2025-03-28 17:00:00,17,28,3,0.0
1743184800,Rawalpindi,5,2723.69,3.58,115.16,5.63,9.42,81.74,105.17,47.62,2025-03-28 18:00:00,18,28,3,1.0
1743188400,Rawalpindi,5,2723.69,4.14,113.79,3.44,7.87,78.81,101.09,45.6,2025-03-28 19:00:00,19,28,3,0.0
1743192000,Rawalpindi,4,2296.45,0.48,97.33,13.59,6.08,69.25,88.48,43.57,2025-03-28 20:00:00,20,28,3,-1.0
1743195600,Rawalpindi,4,1869.2,0.01,72.66,27.89,4.89,62.07,78.91,43.57,2025-03-28 21:00:00,21,28,3,0.0
1743199200,Rawalpindi,4,1468.66,0.0,54.15,38.98,4.11,56.44,71.1,45.09,2025-03-28 22:00:00,22,28,3,0.0
1743202800,Rawalpindi,4,1201.63,0.0,41.13,47.92,3.87,52.1,65.01,45.6,2025-03-28 23:00:00,23,28,3,0.0
1743206400,Rawalpindi,3,1014.71,0.0,30.85,60.08,3.99,47.11,58.45,43.57,2025-03-29 00:00:00,0,29,3,-1.0
1743210000,Rawalpindi,3,794.41,0.0,20.05,84.4,4.65,35.92,45.02,32.17,2025-03-29 01:00:00,1,29,3,0.0
1743213600,Rawalpindi,3,821.11,0.28,23.65,90.12,5.54,32.46,41.39,28.12,2025-03-29 02:00:00,2,29,3,0.0
1743217200,Rawalpindi,3,921.25,2.91,28.79,91.55,6.62,31.94,41.25,26.09,2025-03-29 03:00:00,3,29,3,0.0
1743220800,Rawalpindi,3,761.03,3.32,19.71,114.44,8.11,27.24,35.56,19.76,2025-03-29 04:00:00,4,29,3,0.0
1743224400,Rawalpindi,3,707.63,3.02,15.42,130.18,8.46,30.28,38.69,20.01,2025-03-29 05:00:00,5,29,3,0.0
1743228000,Rawalpindi,4,687.6,2.21,11.82,153.06,8.58,39.77,48.43,21.28,2025-03-29 06:00:00,6,29,3,1.0
1743231600,Rawalpindi,4,467.3,0.82,4.93,164.51,5.84,23.2,28.55,11.91,2025-03-29 07:00:00,7,29,3,0.0
1743235200,Rawalpindi,4,423.91,0.66,4.16,168.8,5.13,18.84,23.19,9.75,2025-03-29 08:00:00,8,29,3,0.0
1743238800,Rawalpindi,4,417.23,0.65,4.37,171.66,5.19,19.14,23.35,9.5,2025-03-29 09:00:00,9,29,3,0.0
1743242400,Rawalpindi,4,420.57,0.68,5.06,171.66,5.3,20.14,24.58,10.26,2025-03-29 10:00:00,10,29,3,0.0
1743246000,Rawalpindi,4,460.62,0.76,7.03,170.23,5.84,22.72,27.74,11.78,2025-03-29 11:00:00,11,29,3,0.0
1743249600,Rawalpindi,4,500.68,0.72,10.62,164.51,6.14,22.48,27.68,12.41,2025-03-29 12:00:00,12,29,3,0.0
1743253200,Rawalpindi,3,827.79,0.57,31.53,133.04,5.48,25.0,31.27,18.24,2025-03-29 13:00:00,13,29,3,-1.0
1743256800,Rawalpindi,3,1148.22,0.01,47.3,100.14,5.78,30.44,38.76,26.85,2025-03-29 14:00:00,14,29,3,0.0
1743260400,Rawalpindi,3,1268.39,0.0,52.78,85.12,6.38,35.79,46.07,32.17,2025-03-29 15:00:00,15,29,3,0.0
1743264000,Rawalpindi,3,1428.6,0.0,58.26,74.39,7.09,43.24,55.46,35.46,2025-03-29 16:00:00,16,29,3,0.0
1743267600,Rawalpindi,4,1615.52,0.0,65.12,62.23,7.51,52.38,66.85,39.52,2025-03-29 17:00:00,17,29,3,1.0
1743271200,Rawalpindi,4,1695.63,0.0,69.23,53.64,7.27,57.62,73.32,42.56,2025-03-29 18:00:00,18,29,3,0.0
1743274800,Rawalpindi,4,1695.63,0.0,72.66,43.27,6.56,58.76,74.43,46.61,2025-03-29 19:00:00,19,29,3,0.0
1743278400,Rawalpindi,4,1708.98,0.01,72.66,33.26,5.96,62.43,78.48,52.18,2025-03-29 20:00:00,20,29,3,0.0
1743282000,Rawalpindi,4,1682.28,0.01,69.23,29.33,5.84,67.85,84.91,58.77,2025-03-29 21:00:00,21,29,3,0.0
1743285600,Rawalpindi,4,1602.17,0.0,63.75,28.61,6.56,71.57,89.42,74.98,2025-03-29 22:00:00,22,29,3,0.0
1743289200,Rawalpindi,4,1535.42,0.0,60.32,28.97,7.99,74.08,92.52,98.29,2025-03-29 23:00:00,23,29,3,0.0
1743292800,Rawalpindi,5,1575.47,0.01,63.06,26.11,9.78,78.28,97.35,122.61,2025-03-30 00:00:00,0,30,3,1.0
1743728400,Rawalpindi,3,794.41,0.0,20.05,84.4,4.65,35.92,45.02,32.17,2025-04-04 01:00:00,1,4,4,-2.0
1743732000,Rawalpindi,3,821.11,0.28,23.65,90.12,5.54,32.46,41.39,28.12,2025-04-04 02:00:00,2,4,4,0.0
1743735600,Rawalpindi,3,921.25,2.91,28.79,91.55,6.62,31.94,41.25,26.09,2025-04-04 03:00:00,3,4,4,0.0
1743739200,Rawalpindi,3,761.03,3.32,19.71,114.44,8.11,27.24,35.56,19.76,2025-04-04 04:00:00,4,4,4,0.0
1743742800,Rawalpindi,3,707.63,3.02,15.42,130.18,8.46,30.28,38.69,20.01,2025-04-04 05:00:00,5,4,4,0.0
1743746400,Rawalpindi,4,687.6,2.21,11.82,153.06,8.58,39.77,48.43,21.28,2025-04-04 06:00:00,6,4,4,1.0
1743750000,Rawalpindi,4,467.3,0.82,4.93,164.51,5.84,23.2,28.55,11.91,2025-04-04 07:00:00,7,4,4,0.0
1743753600,Rawalpindi,4,423.91,0.66,4.16,168.8,5.13,18.84,23.19,9.75,2025-04-04 08:00:00,8,4,4,0.0
1743757200,Rawalpindi,4,417.23,0.65,4.37,171.66,5.19,19.14,23.35,9.5,2025-04-04 09:00:00,9,4,4,0.0
1743760800,Rawalpindi,4,420.57,0.68,5.06,171.66,5.3,20.14,24.58,10.26,2025-04-04 10:00:00,10,4,4,0.0
1743764400,Rawalpindi,4,460.62,0.76,7.03,170.23,5.84,22.72,27.74,11.78,2025-04-04 11:00:00,11,4,4,0.0
1743768000,Rawalpindi,4,500.68,0.72,10.62,164.51,6.14,22.48,27.68,12.41,2025-04-04 12:00:00,12,4,4,0.0
1743771600,Rawalpindi,3,827.79,0.57,31.53,133.04,5.48,25.0,31.27,18.24,2025-04-04 13:00:00,13,4,4,-1.0
1743775200,Rawalpindi,3,1148.22,0.01,47.3,100.14,5.78,30.44,38.76,26.85,2025-04-04 14:00:00,14,4,4,0.0
1743778800,Rawalpindi,3,1268.39,0.0,52.78,85.12,6.38,35.79,46.07,32.17,2025-04-04 15:00:00,15,4,4,0.0
1743782400,Rawalpindi,3,1428.6,0.0,58.26,74.39,7.09,43.24,55.46,35.46,2025-04-04 16:00:00,16,4,4,0.0
1743786000,Rawalpindi,4,1615.52,0.0,65.12,62.23,7.51,52.38,66.85,39.52,2025-04-04 17:00:00,17,4,4,1.0
1743789600,Rawalpindi,4,1695.63,0.0,69.23,53.64,7.27,57.62,73.32,42.56,2025-04-04 18:00:00,18,4,4,0.0
1743793200,Rawalpindi,4,1695.63,0.0,72.66,43.27,6.56,58.76,74.43,46.61,2025-04-04 19:00:00,19,4,4,0.0
1743796800,Rawalpindi,4,1708.98,0.01,72.66,33.26,5.96,62.43,78.48,52.18,2025-04-04 20:00:00,20,4,4,0.0
